epoch,shortterm,midterm,longterm
1696114052.557,0.340000,0.830000,0.890000
1696114062.556,0.280000,0.800000,0.880000
1696114072.556,0.240000,0.780000,0.870000
1696114082.558,0.200000,0.750000,0.860000
1696114092.557,0.330000,0.760000,0.860000
1696114102.557,0.500000,0.790000,0.870000
1696114112.560,0.580000,0.790000,0.870000
1696114122.556,0.730000,0.820000,0.880000
1696114132.556,0.770000,0.820000,0.880000
1696114142.557,0.800000,0.830000,0.880000
1696114152.556,0.830000,0.840000,0.880000
1696114162.560,0.860000,0.840000,0.880000
1696114172.557,0.880000,0.850000,0.890000
1696114182.557,0.900000,0.850000,0.890000
1696114192.556,0.990000,0.870000,0.890000
1696114202.556,0.990000,0.880000,0.900000
1696114212.556,0.990000,0.880000,0.900000
1696114222.556,1.070000,0.910000,0.910000
1696114232.557,1.060000,0.910000,0.910000
1696114242.556,1.050000,0.910000,0.910000
1696114252.556,1.040000,0.920000,0.910000
1696114262.556,1.030000,0.920000,0.910000
1696114272.556,1.030000,0.920000,0.910000
1696114282.560,1.020000,0.920000,0.910000
1696114292.556,1.020000,0.930000,0.910000
1696114302.557,1.020000,0.930000,0.920000
1696114312.556,1.170000,0.970000,0.930000
1696114322.557,1.310000,1.000000,0.940000
1696114332.557,1.260000,1.000000,0.940000
1696114342.557,1.220000,1.000000,0.940000
1696114352.556,1.180000,1.000000,0.940000
1696114362.556,1.160000,1.000000,0.940000
1696114372.556,1.130000,1.000000,0.940000
1696114382.560,1.410000,1.060000,0.970000
1696114392.556,1.580000,1.110000,0.980000
1696114402.556,1.490000,1.110000,0.980000
1696114412.558,1.790000,1.190000,1.010000
1696114422.556,1.750000,1.200000,1.020000
1696114432.557,1.630000,1.190000,1.020000
1696114442.557,1.530000,1.180000,1.010000
1696114452.557,1.450000,1.180000,1.010000
1696114462.556,1.380000,1.170000,1.010000
1696114472.557,1.320000,1.160000,1.010000
1696114482.556,1.270000,1.160000,1.010000
1696114492.558,1.230000,1.150000,1.010000
1696114502.556,1.430000,1.200000,1.020000
1696114512.557,1.370000,1.190000,1.020000
1696114522.557,1.310000,1.180000,1.020000
1696114532.556,1.260000,1.180000,1.020000
1696114542.556,1.220000,1.170000,1.020000
1696114552.556,1.190000,1.160000,1.020000
1696114562.560,1.160000,1.160000,1.020000
1696114572.557,1.130000,1.150000,1.020000
1696114582.556,1.110000,1.150000,1.020000
1696114592.557,1.090000,1.140000,1.020000
1696114602.556,1.080000,1.140000,1.020000
1696114612.572,1.070000,1.130000,1.010000
1696114622.562,1.060000,1.130000,1.010000
1696114632.558,1.050000,1.120000,1.010000
1696114642.559,1.040000,1.120000,1.010000
1696114652.559,1.030000,1.110000,1.010000
1696114662.557,1.190000,1.140000,1.020000
1696114672.557,1.160000,1.140000,1.020000
1696114682.556,1.130000,1.130000,1.020000
1696114692.557,1.110000,1.130000,1.020000
1696114702.556,1.100000,1.120000,1.020000
1696114712.558,1.080000,1.120000,1.020000
1696114722.556,1.070000,1.110000,1.010000
1696114732.556,1.060000,1.110000,1.010000
1696114742.557,1.050000,1.110000,1.010000
1696114752.556,1.040000,1.100000,1.010000
1696114762.556,1.030000,1.100000,1.010000
1696114772.560,1.030000,1.090000,1.010000
1696114782.556,0.940000,1.070000,1.000000
1696114792.557,0.870000,1.050000,1.000000
1696114802.556,0.740000,1.020000,0.990000
1696114812.556,0.620000,0.990000,0.980000
1696114822.557,0.530000,0.950000,0.960000
1696114832.556,0.450000,0.920000,0.950000
1696114842.557,0.380000,0.890000,0.940000
1696114852.556,0.320000,0.860000,0.930000
1696114862.557,0.270000,0.830000,0.920000
1696114872.556,0.230000,0.800000,0.910000
1696114882.557,0.190000,0.780000,0.900000
1696114892.556,0.160000,0.750000,0.890000
1696114902.557,0.140000,0.730000,0.880000
1696114912.557,0.110000,0.700000,0.870000
1696114922.558,0.170000,0.690000,0.870000
1696114932.557,0.140000,0.670000,0.860000
1696114942.558,0.200000,0.670000,0.850000
1696114952.556,0.170000,0.640000,0.840000
1696114962.557,0.140000,0.620000,0.830000
1696114972.557,0.120000,0.600000,0.820000
1696114982.557,0.100000,0.580000,0.810000
1696114992.558,0.090000,0.560000,0.810000
1696115002.556,0.070000,0.540000,0.800000
1696115012.556,0.060000,0.520000,0.790000
1696115022.556,0.050000,0.510000,0.780000
1696115032.557,0.040000,0.490000,0.770000
1696115042.557,0.040000,0.470000,0.760000
1696115052.556,0.030000,0.460000,0.750000
1696115062.556,0.020000,0.440000,0.740000
1696115072.556,0.020000,0.430000,0.740000
1696115082.556,0.020000,0.410000,0.730000
1696115092.557,0.010000,0.400000,0.720000
1696115102.556,0.080000,0.400000,0.720000
1696115112.556,0.070000,0.390000,0.710000
1696115122.557,0.060000,0.370000,0.700000
1696115132.557,0.050000,0.360000,0.690000
1696115142.556,0.280000,0.400000,0.700000
1696115152.557,0.390000,0.420000,0.710000
1696115162.558,0.330000,0.400000,0.700000
1696115172.557,0.280000,0.390000,0.690000
1696115182.556,0.230000,0.380000,0.680000
1696115192.557,0.200000,0.360000,0.670000
1696115202.556,0.170000,0.350000,0.670000
1696115212.557,0.140000,0.340000,0.660000
1696115222.556,0.120000,0.330000,0.650000
1696115232.556,0.100000,0.320000,0.640000
1696115242.557,0.080000,0.310000,0.640000
1696115252.556,0.150000,0.310000,0.630000
1696115262.557,0.130000,0.300000,0.630000
1696115272.557,0.110000,0.290000,0.620000
1696115282.556,0.090000,0.280000,0.610000
1696115292.556,0.080000,0.270000,0.610000
1696115302.558,0.060000,0.260000,0.600000
1696115312.556,0.050000,0.250000,0.590000
1696115322.557,0.040000,0.240000,0.590000
1696115332.557,0.040000,0.230000,0.580000
1696115342.558,0.030000,0.230000,0.570000
1696115352.557,0.030000,0.220000,0.570000
1696115362.556,0.020000,0.210000,0.560000
1696115372.556,0.020000,0.200000,0.550000
1696115382.557,0.010000,0.200000,0.550000
1696115392.558,0.010000,0.190000,0.540000
1696115402.558,0.010000,0.180000,0.530000
