epoch,value
1696111812.549,nan
1696111822.549,0.000000
1696111832.549,0.000000
1696111842.549,0.000000
1696111852.549,0.000000
1696111862.549,0.000000
1696111872.549,0.000000
1696111882.549,0.000000
1696111892.550,0.000000
1696111902.550,0.000000
1696111912.550,0.000000
1696111922.551,0.000000
1696111932.550,0.000000
1696111942.550,0.000000
1696111952.550,0.000000
1696111962.550,0.000000
1696111972.550,0.000000
1696111982.552,0.000000
1696111992.550,0.000000
1696112002.550,0.000000
1696112012.552,0.000000
1696112022.551,0.000000
1696112032.550,0.000000
1696112042.550,0.000000
1696112052.550,0.000000
1696112062.550,0.000000
1696112072.550,0.000000
1696112082.550,0.000000
1696112092.551,0.000000
1696112102.552,0.000000
1696112112.550,0.000000
1696112122.549,0.000000
1696112132.550,0.000000
1696112142.550,0.000000
1696112152.551,0.000000
1696112162.550,0.000000
1696112172.550,0.000000
1696112182.550,0.000000
1696112192.551,0.000000
1696112202.549,0.000000
1696112212.549,0.000000
1696112222.549,0.000000
1696112232.549,0.000000
1696112242.550,0.000000
1696112252.549,0.000000
1696112262.549,0.000000
1696112272.549,0.000000
1696112282.549,0.000000
1696112292.549,0.000000
1696112302.550,0.000000
1696112312.551,0.000000
1696112322.550,0.000000
1696112332.550,0.000000
1696112342.557,0.000000
1696112352.550,0.000000
1696112362.550,0.000000
1696112372.550,0.000000
1696112382.550,0.000000
1696112392.571,0.000000
1696112402.550,0.000000
1696112412.550,0.000000
1696112422.550,0.000000
1696112432.550,0.000000
1696112442.552,0.000000
1696112452.550,0.000000
1696112462.549,0.000000
1696112472.551,0.000000
1696112482.550,0.000000
1696112492.550,0.000000
1696112502.550,0.000000
1696112512.550,0.000000
1696112522.551,0.000000
1696112532.550,0.000000
1696112542.550,0.000000
1696112552.550,0.000000
1696112562.550,0.000000
1696112572.550,0.000000
1696112582.552,0.000000
1696112592.550,0.000000
1696112602.567,0.000000
1696112612.550,0.000000
1696112622.550,0.000000
1696112632.550,0.000000
1696112642.550,0.000000
1696112652.549,0.000000
1696112662.550,0.000000
1696112672.550,0.000000
1696112682.550,0.000000
1696112692.550,0.000000
1696112702.551,0.000000
1696112712.550,0.000000
1696112722.550,0.000000
1696112732.550,0.000000
1696112742.581,0.000000
1696112752.552,0.000000
1696112762.550,0.000000
1696112772.551,0.000000
1696112782.549,0.000000
1696112792.549,0.000000
1696112802.549,0.000000
1696112812.549,0.000000
1696112822.549,0.000000
1696112832.549,0.000000
1696112842.549,0.000000
1696112852.549,0.000000
1696112862.550,0.000000
1696112872.550,0.000000
1696112882.549,0.000000
1696112892.550,0.000000
1696112902.550,0.000000
1696112912.550,0.000000
1696112922.550,0.000000
1696112932.551,0.000000
1696112942.550,0.000000
1696112952.549,0.000000
1696112962.550,0.000000
1696112972.550,0.000000
1696112982.550,0.000000
1696112992.549,0.000000
1696113002.550,0.000000
1696113012.551,0.000000
1696113022.550,0.000000
1696113032.550,0.000000
1696113042.550,0.000000
1696113052.550,0.000000
1696113062.550,0.000000
1696113072.550,0.000000
1696113082.550,0.000000
1696113092.550,0.000000
1696113102.551,0.000000
1696113112.552,0.000000
1696113122.552,0.000000
1696113132.550,0.000000
1696113142.551,0.000000
1696113152.550,0.000000
1696113162.550,0.000000
1696113172.550,0.000000
1696113182.550,0.000000
1696113192.550,0.000000
1696113202.550,0.000000
1696113212.550,0.000000
1696113222.550,0.000000
1696113232.550,0.000000
1696113242.550,0.000000
1696113252.551,0.000000
1696113262.551,0.000000
1696113272.550,0.000000
1696113282.550,0.000000
1696113292.551,0.000000
1696113302.550,0.000000
1696113312.550,0.000000
1696113322.549,0.000000
1696113332.550,0.000000
1696113342.550,0.000000
1696113352.551,0.000000
1696113362.552,0.000000
1696113372.549,0.000000
1696113382.549,0.000000
1696113392.549,0.000000
1696113402.549,0.000000
1696113412.549,0.000000
1696113422.549,0.000000
1696113432.549,0.000000
1696113442.550,0.000000
1696113452.549,0.000000
1696113462.549,0.000000
1696113472.549,0.000000
1696113482.550,0.000000
1696113492.550,0.000000
1696113502.550,0.000000
1696113512.550,0.000000
1696113522.550,0.000000
1696113532.550,0.000000
1696113542.549,0.000000
1696113552.550,0.000000
1696113562.550,0.000000
1696113572.550,0.000000
1696113582.551,0.000000
1696113592.549,0.000000
1696113602.550,0.000000
1696113612.569,0.000000
1696113622.557,0.000000
1696113632.549,0.000000
1696113642.550,0.000000
1696113652.550,0.000000
1696113662.550,0.000000
1696113672.550,0.000000
1696113682.550,0.000000
1696113692.552,0.000000
1696113702.551,0.000000
1696113712.550,0.000000
1696113722.550,0.000000
1696113732.550,0.000000
1696113742.550,0.000000
1696113752.551,0.000000
1696113762.550,0.000000
1696113772.550,0.000000
1696113782.550,0.000000
1696113792.549,0.000000
1696113802.550,0.000000
1696113812.550,0.000000
1696113822.551,0.000000
1696113832.551,0.000000
1696113842.549,0.000000
1696113852.550,0.000000
1696113862.549,0.000000
1696113872.550,0.000000
1696113882.551,0.000000
1696113892.551,0.000000
1696113902.550,0.000000
1696113912.550,0.000000
1696113922.551,0.000000
1696113932.550,0.000000
1696113942.551,0.000000
1696113952.550,0.000000
1696113962.550,0.000000
1696113972.550,0.000000
