epoch,value
1696389211.485,8916992.000000
1696389221.451,8916992.000000
1696389231.451,8916992.000000
1696389241.452,8916992.000000
1696389251.452,8916992.000000
1696389261.453,8916992.000000
1696389271.451,8916992.000000
1696389281.451,8916992.000000
1696389291.452,8916992.000000
1696389301.453,8916992.000000
1696389311.452,8916992.000000
1696389321.452,8916992.000000
1696389331.451,8916992.000000
1696389341.452,8916992.000000
1696389351.455,8916992.000000
1696389361.451,8916992.000000
1696389371.452,8916992.000000
1696389381.451,8916992.000000
1696389391.452,8916992.000000
1696389401.453,8916992.000000
1696389411.451,8916992.000000
1696389421.453,8916992.000000
1696389431.451,8916992.000000
1696389441.451,8916992.000000
1696389451.451,8916992.000000
1696389461.452,8916992.000000
1696389471.451,8916992.000000
1696389481.453,8916992.000000
1696389491.453,8916992.000000
1696389501.451,8916992.000000
1696389511.452,8916992.000000
1696389521.454,8916992.000000
1696389531.453,8916992.000000
1696389541.455,8916992.000000
1696389551.455,8916992.000000
1696389561.454,8916992.000000
1696389571.456,8916992.000000
1696389581.451,8916992.000000
1696389591.456,8916992.000000
1696389601.451,8916992.000000
1696389611.466,8916992.000000
1696389621.457,8916992.000000
1696389631.451,8916992.000000
1696389641.451,8916992.000000
1696389651.457,8916992.000000
1696389661.458,8916992.000000
1696389671.462,8916992.000000
1696389681.470,8916992.000000
1696389691.455,8916992.000000
1696389701.451,8916992.000000
1696389711.457,8916992.000000
1696389721.453,8916992.000000
1696389731.456,8916992.000000
1696389741.451,8916992.000000
1696389751.451,8916992.000000
1696389761.451,8916992.000000
1696389771.452,8916992.000000
1696389781.453,8916992.000000
1696389791.451,8916992.000000
1696389801.451,8916992.000000
1696389811.452,8916992.000000
1696389821.452,8916992.000000
1696389831.451,8916992.000000
1696389841.452,8916992.000000
1696389851.454,8916992.000000
1696389861.453,8916992.000000
1696389871.451,8916992.000000
1696389881.451,8916992.000000
1696389891.451,8916992.000000
1696389901.451,8916992.000000
1696389911.451,8916992.000000
1696389921.451,8916992.000000
1696389931.454,8916992.000000
1696389941.452,8916992.000000
1696389951.453,8916992.000000
