epoch,shortterm,midterm,longterm
1699760085.294,2.660000,1.590000,0.950000
1699760095.294,2.560000,1.600000,0.960000
1699760105.294,2.470000,1.620000,0.980000
1699760115.295,2.400000,1.630000,0.990000
1699760125.295,2.340000,1.640000,1.000000
1699760135.295,2.280000,1.650000,1.010000
1699760145.297,2.310000,1.680000,1.030000
1699760155.294,2.270000,1.690000,1.040000
1699760165.299,2.460000,1.750000,1.060000
1699760175.320,2.390000,1.760000,1.080000
1699760185.321,2.330000,1.770000,1.090000
1699760195.316,2.280000,1.780000,1.100000
1699760205.295,2.230000,1.790000,1.110000
1699760215.301,2.200000,1.790000,1.120000
1699760225.294,2.170000,1.800000,1.130000
1699760235.294,2.220000,1.820000,1.140000
1699760245.294,2.190000,1.830000,1.150000
1699760255.298,2.160000,1.840000,1.160000
1699760265.299,2.130000,1.840000,1.170000
1699760275.303,2.110000,1.850000,1.180000
1699760285.301,2.090000,1.850000,1.190000
1699760295.298,2.080000,1.860000,1.200000
1699760305.301,2.140000,1.880000,1.210000
1699760315.302,2.120000,1.880000,1.220000
1699760325.293,2.100000,1.890000,1.230000
1699760335.294,2.080000,1.890000,1.240000
1699760345.302,2.070000,1.900000,1.250000
1699760355.295,2.060000,1.900000,1.260000
1699760365.293,2.050000,1.900000,1.260000
1699760375.299,2.040000,1.910000,1.270000
1699760385.294,2.040000,1.910000,1.280000
1699760395.294,2.190000,1.950000,1.300000
1699760405.293,2.160000,1.950000,1.310000
1699760415.293,2.130000,1.950000,1.320000
1699760425.293,2.110000,1.950000,1.320000
1699760435.294,2.100000,1.960000,1.330000
1699760445.298,2.000000,1.940000,1.330000
1699760455.294,1.850000,1.910000,1.330000
1699760465.296,1.720000,1.880000,1.330000
1699760475.294,1.610000,1.850000,1.320000
1699760485.294,1.510000,1.820000,1.320000
1699760495.294,1.580000,1.830000,1.320000
1699760505.294,1.490000,1.800000,1.320000
1699760515.293,1.410000,1.770000,1.320000
1699760525.294,1.350000,1.750000,1.310000
1699760535.294,1.300000,1.720000,1.310000
1699760545.296,1.250000,1.700000,1.310000
1699760555.294,1.210000,1.670000,1.300000
1699760565.293,1.260000,1.670000,1.300000
1699760575.295,1.370000,1.680000,1.310000
1699760585.305,1.470000,1.690000,1.320000
1699760595.293,1.550000,1.700000,1.330000
1699760605.294,1.620000,1.710000,1.330000
1699760615.296,1.840000,1.760000,1.350000
1699760625.294,1.870000,1.760000,1.360000
1699760635.295,1.880000,1.770000,1.360000
1699760645.293,1.900000,1.780000,1.370000
1699760655.294,1.910000,1.780000,1.380000
1699760665.293,1.930000,1.790000,1.390000
1699760675.293,1.940000,1.800000,1.390000
1699760685.298,2.390000,1.900000,1.430000
1699760695.304,2.330000,1.910000,1.440000
1699760705.300,2.280000,1.910000,1.440000
1699760715.295,2.320000,1.930000,1.460000
1699760725.295,2.270000,1.930000,1.460000
1699760735.294,2.230000,1.940000,1.470000
1699760745.302,2.190000,1.940000,1.470000
1699760755.300,2.160000,1.940000,1.480000
1699760765.301,2.140000,1.940000,1.490000
1699760775.305,2.110000,1.950000,1.490000
1699760785.301,2.100000,1.950000,1.500000
1699760795.300,2.080000,1.950000,1.500000
1699760805.295,2.070000,1.950000,1.510000
1699760815.296,2.130000,1.970000,1.520000
1699760825.296,2.110000,1.970000,1.530000
1699760835.294,2.090000,1.970000,1.530000
1699760845.294,2.080000,1.970000,1.540000
1699760855.297,2.070000,1.970000,1.540000
1699760865.293,2.060000,1.980000,1.550000
1699760875.297,2.210000,2.010000,1.570000
1699760885.302,2.170000,2.010000,1.570000
1699760895.294,2.150000,2.010000,1.580000
1699760905.294,1.970000,1.970000,1.570000
1699760915.294,1.820000,1.940000,1.560000
1699760925.293,1.690000,1.910000,1.550000
1699760935.295,1.590000,1.880000,1.550000
1699760945.296,1.500000,1.850000,1.540000
1699760955.293,1.420000,1.820000,1.540000
1699760965.294,1.350000,1.790000,1.530000
1699760975.295,1.300000,1.770000,1.520000
1699760985.295,1.250000,1.740000,1.520000
1699760995.294,1.210000,1.720000,1.510000
1699761005.297,1.180000,1.690000,1.510000
1699761015.293,1.150000,1.670000,1.500000
1699761025.293,1.130000,1.650000,1.490000
1699761035.294,1.180000,1.640000,1.490000
1699761045.293,1.150000,1.620000,1.490000
1699761055.294,1.130000,1.600000,1.480000
1699761065.294,1.110000,1.580000,1.480000
1699761075.294,1.090000,1.560000,1.470000
1699761085.294,1.080000,1.540000,1.470000
1699761095.293,1.060000,1.520000,1.460000
1699761105.293,1.050000,1.500000,1.450000
1699761115.294,1.050000,1.490000,1.450000
1699761125.294,1.110000,1.490000,1.450000
