filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1693975723714_2,bad,0.84971799999999997,False,8,8,8,2,1693975723714,2023/9/6 04:48:44,2023/9/3 19:12:16,2.4003245990679716,-33.255671974415165,26.955625012305877,466160.25,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975737876_2,bad,0.84971799999999997,False,8,8,8,2,1693975737876,2023/9/6 04:48:58,2023/9/3 19:12:16,2.4004885111062322,-32.36114941957527,26.729781392304819,465869.0,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975751874_2,bad,0.84971799999999997,False,8,8,8,2,1693975751874,2023/9/6 04:49:12,2023/9/3 19:12:16,2.4006505249999464,-31.476756035274512,26.509762216118492,465582.96875,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975765875_2,bad,0.84971799999999997,False,8,8,8,2,1693975765875,2023/9/6 04:49:26,2023/9/3 19:12:16,2.4008125736145303,-30.591963084907306,26.29272270995758,465298.9375,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975779875_2,bad,0.84971799999999997,False,8,8,8,2,1693975779875,2023/9/6 04:49:40,2023/9/3 19:12:16,2.4009746106457897,-29.707026700567528,26.078568958721004,465017.25,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975793876_2,bad,0.84971799999999997,False,8,8,8,2,1693975793876,2023/9/6 04:49:54,2023/9/3 19:12:16,2.4011366592530976,-28.821830769039291,25.867119962395748,464738.125,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975807794_2,bad,0.84971799999999997,False,8,8,8,2,1693975807794,2023/9/6 04:50:08,2023/9/3 19:12:16,2.4012977472157218,-27.941699422780619,25.659480504080069,464463.4375,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975821797_2,bad,0.84971799999999997,False,8,8,8,2,1693975821797,2023/9/6 04:50:22,2023/9/3 19:12:16,2.4014598189751268,-27.056016840274015,25.453012423207046,464190.09375,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975835796_2,bad,0.84971799999999997,False,8,8,8,2,1693975835796,2023/9/6 04:50:36,2023/9/3 19:12:16,2.4016218444376136,-26.170416220037456,25.248919540617894,463920.125,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975849874_2,bad,0.84971799999999997,False,8,8,8,2,1693975849874,2023/9/6 04:50:50,2023/9/3 19:12:16,2.4017847842551419,-25.279655391882951,25.045888752444679,463652.1875,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975863875_2,bad,0.84971799999999997,False,8,8,8,2,1693975863875,2023/9/6 04:51:04,2023/9/3 19:12:16,2.4019468328697258,-24.39361251689763,24.846054492803031,463389.46875,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
img_msec_1693975877955_2,bad,0.84971799999999997,False,8,8,8,2,1693975877955,2023/9/6 04:51:18,2023/9/3 19:12:16,2.4021097958320752,-23.502421386825414,24.647077421902221,463129.25,1 44878U 19092F   23246.80018135  .00033806  00000+0  88886-3 0  9995,2 44878  97.4737  76.7824 0007796 205.7459 154.3399 15.38483210205865
