filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1694430792442_2,bad,0.84971799999999997,False,8,8,8,2,1694430792442,2023/9/11 11:13:12,2023/9/10 11:58:04,0.96884497574501438,-35.688366790720266,-68.515758583418943,467571.65625,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694430807480_2,bad,0.53901200000000005,False,8,8,8,2,1694430807480,2023/9/11 11:13:27,2023/9/10 11:58:04,0.96901902667013928,-34.739452024424978,-68.76583229950063,467237.875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694430832602_2,earth,0.716028,True,8,8,8,2,1694430832602,2023/9/11 11:13:53,2023/9/10 11:58:04,0.9693097905619652,-33.15356064632347,-69.174236630732366,466682.46875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694430909719_2,earth,0.79818,True,8,8,8,2,1694430909719,2023/9/11 11:15:10,2023/9/10 11:58:04,0.97020234842784703,-28.280782456578606,-70.364711282308903,465009.34375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431098599_2,bad,0.84971799999999997,False,8,8,8,2,1694431098599,2023/9/11 11:18:19,2023/9/10 11:58:04,0.97238845952961128,-16.324498748430852,-72.998070226239818,461328.15625,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431113399_2,bad,0.84971799999999997,False,8,8,8,2,1694431113399,2023/9/11 11:18:33,2023/9/10 11:58:04,0.97255975583539112,-15.386686454631421,-73.192860391179408,461075.8125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431128359_2,bad,0.84971799999999997,False,8,8,8,2,1694431128359,2023/9/11 11:18:48,2023/9/10 11:58:04,0.97273290398152312,-14.43862716952968,-73.38854531090027,460827.125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431142840_2,bad,0.85773999999999995,False,8,8,8,2,1694431142840,2023/9/11 11:19:03,2023/9/10 11:58:04,0.97290050814626738,-13.520821353582862,-73.576894607452545,460592.78125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431163880_2,edge,0.72430499999999998,False,8,8,8,2,1694431163880,2023/9/11 11:19:24,2023/9/10 11:58:04,0.97314402666233946,-12.187139833225956,-73.848824928878258,460263.71875,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431211883_2,earth,0.87832100000000002,True,8,8,8,2,1694431211883,2023/9/11 11:20:12,2023/9/10 11:58:04,0.97369961694494123,-9.1436604730343412,-74.462729161668179,459566.0625,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431299961_2,earth,0.87838700000000003,True,8,8,8,2,1694431299961,2023/9/11 11:21:40,2023/9/10 11:58:04,0.97471903823316097,-3.5573714808425607,-75.572757845200314,458491.3125,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431385001_2,bad,0.84971799999999997,False,8,8,8,2,1694431385001,2023/9/11 11:23:05,2023/9/10 11:58:04,0.97570329750305973,1.8379452087122514,-76.635972412161181,457722.09375,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431399399_2,bad,0.84971799999999997,False,8,8,8,2,1694431399399,2023/9/11 11:23:19,2023/9/10 11:58:04,0.97586994102312019,2.7515269795442387,-76.816077670385241,457618.75,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431413640_2,bad,0.84971799999999997,False,8,8,8,2,1694431413640,2023/9/11 11:23:34,2023/9/10 11:58:04,0.9760347674091463,3.6551676234826842,-76.994400249235937,457524.25,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
img_msec_1694431428600_2,bad,0.84971799999999997,False,8,8,8,2,1694431428600,2023/9/11 11:23:49,2023/9/10 11:58:04,0.9762079155552783,4.6044495124458589,-77.181998224979509,457433.25,1 44878U 19092F   23253.49866014  .00030084  00000+0  78216-3 0  9996,2 44878  97.4730  83.6089 0008061 181.1693 178.9534 15.38851155206895
