filename,psnr,ssim,mse
1695963889066.jpeg,33.60556994742494,0.9787138806351813,28.348061490221088
1695964476824.jpeg,35.79344833224208,0.985267070346967,17.129138764880953
1695970127700.jpeg,30.98671261427109,0.9776340233310057,51.80946401998299
1697282170304.jpeg,32.17139015718105,0.9816595498389294,39.440403114370746
1697282677102.jpeg,32.39222082165115,0.9697781515142889,37.48506590136054
1697367013830.jpeg,33.857108460875295,0.9515807281197497,26.75281675170068
1697455926224.jpeg,35.551926716098414,0.9898028285123186,18.10871731505102
1697456588945.jpeg,27.432799510093666,0.9557017975227151,117.43577274659864
