epoch,value
1696385101.012,8916992.000000
1696385110.976,8916992.000000
1696385120.975,8916992.000000
1696385130.975,8916992.000000
1696385140.977,8916992.000000
1696385150.975,8916992.000000
1696385160.976,8916992.000000
1696385170.975,8916992.000000
1696385180.978,8916992.000000
1696385190.975,8916992.000000
1696385200.975,8916992.000000
1696385210.975,8916992.000000
1696385220.975,8916992.000000
1696385230.975,8916992.000000
1696385240.975,8916992.000000
1696385250.975,8916992.000000
1696385260.976,8916992.000000
1696385270.975,8916992.000000
1696385280.975,8916992.000000
1696385290.975,8916992.000000
1696385300.975,8916992.000000
1696385310.975,8916992.000000
1696385320.975,8916992.000000
1696385330.976,8916992.000000
1696385340.976,8916992.000000
1696385350.976,8916992.000000
1696385360.976,8916992.000000
1696385370.975,8916992.000000
1696385380.977,8916992.000000
1696385390.975,8916992.000000
1696385400.975,8916992.000000
1696385410.975,8916992.000000
1696385420.975,8916992.000000
1696385430.980,8916992.000000
1696385440.976,8916992.000000
1696385450.975,8916992.000000
1696385460.976,8916992.000000
1696385470.975,8916992.000000
1696385480.975,8916992.000000
1696385490.975,8916992.000000
1696385500.975,8916992.000000
1696385510.975,8916992.000000
1696385520.976,8916992.000000
1696385530.976,8916992.000000
1696385540.977,8916992.000000
1696385550.975,8916992.000000
1696385560.978,8916992.000000
1696385570.976,8916992.000000
1696385580.975,8916992.000000
1696385590.975,8916992.000000
1696385600.975,8916992.000000
1696385610.975,8916992.000000
1696385620.975,8916992.000000
1696385630.975,8916992.000000
1696385640.975,8916992.000000
1696385650.976,8916992.000000
1696385660.975,8916992.000000
1696385670.977,8916992.000000
1696385680.975,8916992.000000
1696385690.975,8916992.000000
1696385700.975,8916992.000000
1696385710.976,8916992.000000
1696385720.975,8916992.000000
1696385730.975,8916992.000000
1696385740.975,8916992.000000
1696385750.975,8916992.000000
1696385760.975,8916992.000000
1696385770.976,8916992.000000
1696385780.975,8916992.000000
1696385790.975,8916992.000000
1696385800.975,8916992.000000
1696385810.975,8916992.000000
1696385820.975,8916992.000000
1696385830.976,8916992.000000
1696385840.976,8916992.000000
1696385850.975,8916992.000000
1696385860.981,8916992.000000
1696385870.976,8916992.000000
1696385880.975,8916992.000000
1696385890.976,8916992.000000
1696385900.977,8916992.000000
1696385910.977,8916992.000000
1696385920.976,8916992.000000
1696385930.975,8916992.000000
1696385940.976,8916992.000000
1696385950.975,8916992.000000
1696385960.975,8916992.000000
1696385970.975,8916992.000000
1696385980.975,8916992.000000
1696385990.978,8916992.000000
1696386000.975,8916992.000000
1696386010.975,8916992.000000
1696386020.975,8916992.000000
1696386030.976,8916992.000000
1696386040.975,8916992.000000
1696386050.975,8916992.000000
1696386060.975,8916992.000000
1696386070.975,8916992.000000
1696386080.975,8916992.000000
1696386090.975,8916992.000000
1696386100.975,8916992.000000
1696386110.975,8916992.000000
1696386120.975,8916992.000000
1696386130.980,8916992.000000
1696386140.975,8916992.000000
1696386150.976,8916992.000000
1696386160.975,8916992.000000
1696386170.976,8916992.000000
1696386180.975,8916992.000000
1696386190.975,8916992.000000
1696386200.983,8916992.000000
1696386210.976,8916992.000000
1696386220.975,8916992.000000
1696386230.976,8916992.000000
