epoch,shortterm,midterm,longterm
1696386060.974,1.040000,0.530000,0.320000
1696386070.975,1.030000,0.550000,0.320000
1696386080.975,1.020000,0.570000,0.330000
1696386090.981,1.020000,0.580000,0.340000
1696386100.974,1.090000,0.610000,0.350000
1696386110.974,1.080000,0.620000,0.360000
1696386120.974,1.060000,0.640000,0.370000
1696386130.974,1.050000,0.650000,0.370000
1696386140.975,1.040000,0.660000,0.380000
1696386150.980,1.120000,0.690000,0.390000
1696386160.975,1.100000,0.700000,0.400000
1696386170.974,1.080000,0.710000,0.410000
1696386180.974,1.070000,0.720000,0.410000
1696386190.974,1.060000,0.730000,0.420000
1696386200.974,1.050000,0.740000,0.430000
1696386210.974,1.040000,0.750000,0.430000
1696386220.982,1.180000,0.790000,0.450000
1696386230.975,1.150000,0.800000,0.460000
1696386240.974,1.300000,0.830000,0.470000
1696386250.974,1.340000,0.860000,0.480000
1696386260.975,1.280000,0.860000,0.490000
1696386270.974,1.240000,0.870000,0.500000
1696386280.974,1.200000,0.870000,0.500000
1696386290.974,1.170000,0.880000,0.510000
1696386300.974,1.510000,0.960000,0.540000
1696386310.979,1.510000,0.980000,0.550000
1696386320.974,1.500000,1.000000,0.560000
1696386330.974,1.500000,1.020000,0.570000
1696386340.974,1.500000,1.030000,0.580000
1696386350.973,1.640000,1.080000,0.600000
1696386360.973,1.620000,1.090000,0.610000
1696386370.974,1.520000,1.090000,0.620000
1696386380.974,1.440000,1.080000,0.620000
1696386390.974,1.370000,1.080000,0.630000
1696386400.974,1.310000,1.080000,0.630000
1696386410.974,1.180000,1.060000,0.630000
1696386420.973,1.000000,1.020000,0.620000
1696386430.974,0.850000,0.990000,0.620000
1696386440.973,0.720000,0.960000,0.610000
1696386450.974,0.610000,0.920000,0.600000
1696386460.974,0.510000,0.890000,0.600000
1696386470.974,0.590000,0.900000,0.600000
1696386480.974,0.500000,0.870000,0.590000
1696386490.974,0.420000,0.840000,0.590000
1696386500.979,0.360000,0.810000,0.580000
1696386510.974,0.300000,0.780000,0.570000
1696386520.974,0.260000,0.760000,0.570000
1696386530.974,0.220000,0.730000,0.560000
1696386540.974,0.180000,0.710000,0.550000
1696386550.973,0.150000,0.680000,0.550000
1696386560.974,0.130000,0.660000,0.540000
1696386570.976,0.110000,0.640000,0.530000
1696386580.974,0.090000,0.620000,0.530000
1696386590.973,0.150000,0.610000,0.530000
1696386600.975,0.130000,0.590000,0.520000
1696386610.974,0.110000,0.570000,0.520000
1696386620.973,0.090000,0.550000,0.510000
1696386630.974,0.150000,0.550000,0.510000
1696386640.974,0.130000,0.530000,0.510000
1696386650.974,0.190000,0.530000,0.510000
1696386660.974,0.390000,0.560000,0.520000
1696386670.974,0.480000,0.580000,0.520000
1696386680.974,0.560000,0.590000,0.530000
1696386690.974,0.630000,0.610000,0.530000
1696386700.974,0.850000,0.650000,0.550000
1696386710.973,1.190000,0.730000,0.580000
1696386720.976,1.470000,0.810000,0.600000
1696386730.974,1.470000,0.830000,0.610000
1696386740.979,1.400000,0.830000,0.620000
1696386750.983,1.340000,0.840000,0.620000
1696386760.974,1.280000,0.850000,0.630000
1696386770.974,1.310000,0.870000,0.640000
1696386780.973,1.270000,0.870000,0.640000
1696386790.974,1.220000,0.880000,0.650000
1696386800.974,1.190000,0.880000,0.650000
1696386810.974,1.160000,0.890000,0.650000
1696386820.974,1.130000,0.890000,0.660000
1696386830.973,1.110000,0.890000,0.660000
1696386840.973,1.100000,0.900000,0.670000
1696386850.974,1.080000,0.900000,0.670000
1696386860.974,1.070000,0.910000,0.670000
1696386870.974,1.060000,0.910000,0.680000
1696386880.974,1.050000,0.910000,0.680000
1696386890.974,1.040000,0.920000,0.690000
1696386900.974,1.030000,0.920000,0.690000
1696386910.974,1.190000,0.960000,0.700000
1696386920.979,1.320000,0.990000,0.720000
1696386930.974,1.270000,0.990000,0.720000
1696386940.974,1.230000,0.990000,0.730000
1696386950.974,1.190000,0.990000,0.730000
1696386960.974,1.160000,0.990000,0.730000
1696386970.977,1.140000,1.000000,0.740000
1696386980.979,1.120000,1.000000,0.740000
1696386990.974,1.100000,1.000000,0.740000
1696387000.978,1.080000,1.000000,0.740000
1696387010.974,1.070000,1.000000,0.750000
1696387020.974,1.060000,1.000000,0.750000
1696387030.973,1.050000,1.000000,0.750000
1696387040.974,1.190000,1.030000,0.770000
1696387050.974,1.160000,1.030000,0.770000
1696387060.974,1.130000,1.030000,0.770000
1696387070.974,1.110000,1.030000,0.780000
1696387080.974,1.100000,1.030000,0.780000
1696387090.974,1.080000,1.030000,0.780000
1696387100.974,1.070000,1.020000,0.780000
1696387110.974,1.060000,1.020000,0.790000
1696387120.973,1.050000,1.020000,0.790000
1696387130.975,0.960000,1.010000,0.790000
1696387140.973,0.810000,0.970000,0.780000
1696387150.974,0.690000,0.940000,0.770000
1696387160.974,0.580000,0.910000,0.760000
1696387170.973,0.490000,0.880000,0.750000
1696387180.974,0.410000,0.850000,0.740000
1696387190.973,0.350000,0.820000,0.730000
1696387200.975,0.300000,0.790000,0.730000
1696387210.973,0.250000,0.770000,0.720000
1696387220.976,0.210000,0.740000,0.710000
1696387230.973,0.180000,0.720000,0.700000
1696387240.973,0.150000,0.690000,0.690000
1696387250.974,0.130000,0.670000,0.690000
1696387260.974,0.330000,0.690000,0.700000
1696387270.974,0.280000,0.670000,0.690000
1696387280.977,0.240000,0.650000,0.680000
1696387290.974,0.350000,0.660000,0.680000
1696387300.974,0.290000,0.640000,0.680000
1696387310.974,0.250000,0.620000,0.670000
1696387320.973,0.210000,0.600000,0.660000
1696387330.973,0.180000,0.580000,0.650000
1696387340.973,0.150000,0.560000,0.640000
1696387350.975,0.120000,0.540000,0.640000
1696387360.975,0.110000,0.520000,0.630000
1696387370.974,0.090000,0.500000,0.620000
1696387380.974,0.070000,0.480000,0.620000
1696387390.974,0.060000,0.470000,0.610000
1696387400.974,0.050000,0.450000,0.600000
1696387410.974,0.040000,0.440000,0.600000
1696387420.974,0.040000,0.420000,0.590000
