filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1694599933100_2,bad,0.84971799999999997,False,8,8,8,2,1694599933100,2023/9/13 10:12:13,2023/9/12 18:35:15,0.65067663036461454,2.6474062951760953,-58.96054933081372,457318.90625,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599947660_2,bad,0.84971799999999997,False,8,8,8,2,1694599947660,2023/9/13 10:12:28,2023/9/12 18:35:15,0.65084514888440026,3.5713501033092263,-59.14284707976136,457211.03125,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599962138_2,bad,0.84971799999999997,False,8,8,8,2,1694599962138,2023/9/13 10:12:42,2023/9/12 18:35:15,0.65101271832827479,4.4901108650793757,-59.324359356954446,457111.71875,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599976538_2,bad,0.84971799999999997,False,8,8,8,2,1694599976538,2023/9/13 10:12:57,2023/9/12 18:35:15,0.65117938499315642,5.4039389496083068,-59.505209105798045,457020.8125,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599991499_2,bad,0.84971799999999997,False,8,8,8,2,1694599991499,2023/9/13 10:13:11,2023/9/12 18:35:15,0.65135254472261295,6.353380921130154,-59.69349693064779,456934.65625,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600007820_2,bad,0.85001499999999997,False,8,8,8,2,1694600007820,2023/9/13 10:13:28,2023/9/12 18:35:15,0.65154144517873647,7.3891402620616828,-59.899433964312841,456850.25,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600024619_2,edge,0.85631500000000005,False,8,8,8,2,1694600024619,2023/9/13 10:13:45,2023/9/12 18:35:15,0.65173587805475108,8.4552388763995854,-60.112091904121186,456773.78125,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600594621_2,bad,0.85002100000000003,False,8,8,8,2,1694600594621,2023/9/13 10:23:15,2023/9/12 18:35:15,0.6583331234214711,44.562305654751739,-68.795932943172872,459107.8125,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600626139_2,bad,0.82961700000000005,False,8,8,8,2,1694600626139,2023/9/13 10:23:46,2023/9/12 18:35:15,0.658697915088851,46.548125099325006,-69.463891293054274,459392.90625,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600650459_2,bad,0.85708099999999998,False,8,8,8,2,1694600650459,2023/9/13 10:24:10,2023/9/12 18:35:15,0.65897939656861126,48.078715850811498,-70.006877671691939,459612.84375,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600671740_2,bad,0.84978100000000001,False,8,8,8,2,1694600671740,2023/9/13 10:24:32,2023/9/12 18:35:15,0.65922570443945006,49.416657701663205,-70.504142764025545,459804.21875,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600686778_2,bad,0.84971799999999997,False,8,8,8,2,1694600686778,2023/9/13 10:24:47,2023/9/12 18:35:15,0.65939975537185092,50.361238712930117,-70.869209544973558,459938.375,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694600701105_2,bad,0.84971799999999997,False,8,8,8,2,1694600701105,2023/9/13 10:25:01,2023/9/12 18:35:15,0.65956557713070652,51.260439947351465,-71.228436514181212,460065.0,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
