filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1694599402458_2,earth,0.79375899999999999,True,8,8,8,2,1694599402458,2023/9/13 10:03:22,2023/9/12 18:35:15,0.64453494055487681,-30.973989225564459,-51.883339539278289,465967.0,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599487499_2,earth,0.96975299999999998,True,8,8,8,2,1694599487499,2023/9/13 10:04:47,2023/9/12 18:35:15,0.64551921139354818,-25.597359933578801,-53.151254875664435,464110.75,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599567338_2,earth,0.892899,True,8,8,8,2,1694599567338,2023/9/13 10:06:07,2023/9/12 18:35:15,0.64644327387941303,-20.544022278030067,-54.269510522051846,462477.1875,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599649020_2,bad,0.69734300000000005,False,8,8,8,2,1694599649020,2023/9/13 10:07:29,2023/9/12 18:35:15,0.6473886674066307,-15.369682698692674,-55.361664600526055,460958.1875,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599691018_2,bad,0.62386299999999995,True,8,8,8,2,1694599691018,2023/9/13 10:08:11,2023/9/12 18:35:15,0.64787475537013961,-12.707837597054585,-55.908141205829608,460249.15625,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599779662_2,earth,0.87404400000000004,True,8,8,8,2,1694599779662,2023/9/13 10:09:40,2023/9/12 18:35:15,0.6489007275813492,-7.0871225304552361,-57.03852726818296,458936.0625,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599857420_2,bad,0.88518399999999997,False,8,8,8,2,1694599857420,2023/9/13 10:10:57,2023/9/12 18:35:15,0.64980070444289595,-2.1545780510386447,-58.014581791145297,458008.125,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599889742_2,bad,0.84971799999999997,False,8,8,8,2,1694599889742,2023/9/13 10:11:30,2023/9/12 18:35:15,0.65017480166716268,-0.10382767992492078,-58.418546499416529,457687.5,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599904058_2,bad,0.84971799999999997,False,8,8,8,2,1694599904058,2023/9/13 10:11:44,2023/9/12 18:35:15,0.65034049611131195,0.80454729896454835,-58.59742915377916,457557.96875,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
img_msec_1694599918620_2,bad,0.84971799999999997,False,8,8,8,2,1694599918620,2023/9/13 10:11:59,2023/9/12 18:35:15,0.65050903777591884,1.7285641047444342,-58.779440034781665,457434.125,1 44878U 19092F   23255.77447499  .00037743  00000+0  97567-3 0  9990,2 44878  97.4723  85.9285 0008250 173.5584 186.5769 15.38978265207241
