epoch,value
1696111802.594,8830976.000000
1696111812.557,8830976.000000
1696111822.559,8830976.000000
1696111832.558,8830976.000000
1696111842.559,8830976.000000
1696111852.558,8830976.000000
1696111862.560,8830976.000000
1696111872.560,8830976.000000
1696111882.558,8830976.000000
1696111892.560,8830976.000000
1696111902.557,8830976.000000
1696111912.557,8830976.000000
1696111922.557,8830976.000000
1696111932.561,8830976.000000
1696111942.557,8830976.000000
1696111952.583,8830976.000000
1696111962.557,8830976.000000
1696111972.558,8830976.000000
1696111982.569,8830976.000000
1696111992.560,8830976.000000
1696112002.573,8830976.000000
1696112012.564,8830976.000000
1696112022.559,8830976.000000
1696112032.561,8830976.000000
1696112042.570,8830976.000000
1696112052.560,8830976.000000
1696112062.564,8830976.000000
1696112072.557,8830976.000000
1696112082.558,8830976.000000
1696112092.557,8830976.000000
1696112102.561,8830976.000000
1696112112.557,8830976.000000
1696112122.557,8830976.000000
1696112132.563,8830976.000000
1696112142.562,8830976.000000
1696112152.560,8830976.000000
1696112162.557,8830976.000000
1696112172.567,8830976.000000
1696112182.557,8830976.000000
1696112192.565,8830976.000000
1696112202.557,8830976.000000
1696112212.557,8830976.000000
1696112222.558,8830976.000000
1696112232.559,8830976.000000
1696112242.561,8830976.000000
1696112252.557,8830976.000000
1696112262.558,8830976.000000
1696112272.557,8830976.000000
1696112282.557,8830976.000000
1696112292.558,8830976.000000
1696112302.557,8830976.000000
1696112312.557,8830976.000000
1696112322.560,8830976.000000
1696112332.558,8830976.000000
1696112342.557,8830976.000000
1696112352.561,8830976.000000
1696112362.566,8830976.000000
1696112372.560,8830976.000000
1696112382.571,8830976.000000
1696112392.565,8830976.000000
1696112402.563,8830976.000000
1696112412.580,8830976.000000
1696112422.572,8830976.000000
1696112432.565,8830976.000000
1696112442.557,8830976.000000
1696112452.558,8830976.000000
1696112462.557,8830976.000000
1696112472.558,8830976.000000
1696112482.557,8830976.000000
1696112492.557,8830976.000000
1696112502.559,8830976.000000
1696112512.558,8830976.000000
1696112522.560,8830976.000000
1696112532.557,8830976.000000
1696112542.558,8830976.000000
1696112552.567,8830976.000000
1696112562.562,8830976.000000
1696112572.575,8830976.000000
1696112582.558,8830976.000000
1696112592.560,8830976.000000
1696112602.558,8830976.000000
1696112612.558,8830976.000000
1696112622.557,8830976.000000
1696112632.578,8830976.000000
1696112642.559,8830976.000000
1696112652.557,8830976.000000
1696112662.557,8830976.000000
1696112672.565,8830976.000000
1696112682.566,8830976.000000
1696112692.558,8830976.000000
1696112702.558,8830976.000000
1696112712.562,8830976.000000
1696112722.569,8830976.000000
1696112732.559,8830976.000000
1696112742.560,8830976.000000
1696112752.565,8830976.000000
1696112762.572,8830976.000000
1696112772.557,8830976.000000
1696112782.558,8830976.000000
1696112792.558,8830976.000000
1696112802.558,8830976.000000
1696112812.559,8830976.000000
1696112822.558,8830976.000000
1696112832.558,8830976.000000
1696112842.557,8830976.000000
1696112852.557,8830976.000000
1696112862.557,8830976.000000
1696112872.562,8830976.000000
1696112882.558,8830976.000000
1696112892.564,8830976.000000
1696112902.558,8830976.000000
1696112912.558,8830976.000000
1696112922.564,8830976.000000
1696112932.557,8830976.000000
1696112942.558,8830976.000000
1696112952.557,8830976.000000
1696112962.560,8830976.000000
1696112972.562,8830976.000000
1696112982.562,8830976.000000
1696112992.557,8830976.000000
1696113002.559,8830976.000000
1696113012.557,8830976.000000
1696113022.558,8830976.000000
1696113032.562,8830976.000000
1696113042.558,8830976.000000
1696113052.558,8830976.000000
1696113062.557,8830976.000000
1696113072.564,8830976.000000
1696113082.557,8830976.000000
1696113092.559,8830976.000000
1696113102.562,8830976.000000
1696113112.561,8830976.000000
1696113122.557,8830976.000000
1696113132.557,8830976.000000
1696113142.564,8830976.000000
1696113152.560,8830976.000000
1696113162.557,8830976.000000
1696113172.557,8830976.000000
1696113182.557,8830976.000000
1696113192.557,8830976.000000
1696113202.560,8830976.000000
1696113212.560,8830976.000000
1696113222.557,8830976.000000
1696113232.557,8830976.000000
1696113242.559,8830976.000000
1696113252.557,8830976.000000
1696113262.560,8830976.000000
1696113272.557,8830976.000000
1696113282.557,8830976.000000
1696113292.559,8830976.000000
1696113302.557,8830976.000000
1696113312.560,8830976.000000
1696113322.557,8830976.000000
1696113332.558,8830976.000000
1696113342.557,8830976.000000
1696113352.557,8830976.000000
1696113362.558,8830976.000000
1696113372.558,8830976.000000
1696113382.557,8830976.000000
1696113392.558,8830976.000000
1696113402.557,8830976.000000
1696113412.558,8830976.000000
1696113422.559,8830976.000000
1696113432.558,8830976.000000
1696113442.558,8830976.000000
1696113452.558,8830976.000000
1696113462.559,8830976.000000
1696113472.557,8830976.000000
1696113482.558,8830976.000000
1696113492.558,8830976.000000
1696113502.588,8830976.000000
1696113512.560,8830976.000000
1696113522.557,8830976.000000
1696113532.562,8830976.000000
1696113542.557,8830976.000000
1696113552.559,8830976.000000
1696113562.558,8830976.000000
1696113572.558,8830976.000000
1696113582.560,8830976.000000
1696113592.557,8830976.000000
1696113602.563,8830976.000000
1696113612.560,8830976.000000
1696113622.566,8830976.000000
1696113632.564,8830976.000000
1696113642.558,8830976.000000
1696113652.557,8830976.000000
1696113662.558,8830976.000000
1696113672.558,8830976.000000
1696113682.557,8830976.000000
1696113692.574,8830976.000000
1696113702.559,8830976.000000
1696113712.559,8830976.000000
1696113722.557,8830976.000000
1696113732.563,8830976.000000
1696113742.558,8830976.000000
1696113752.559,8830976.000000
1696113762.559,8830976.000000
1696113772.565,8830976.000000
1696113782.558,8830976.000000
1696113792.557,8830976.000000
1696113802.563,8830976.000000
1696113812.558,8830976.000000
1696113822.558,8830976.000000
1696113832.558,8830976.000000
1696113842.557,8830976.000000
1696113852.557,8830976.000000
1696113862.560,8830976.000000
1696113872.557,8830976.000000
1696113882.560,8830976.000000
1696113892.557,8830976.000000
1696113902.565,8830976.000000
1696113912.557,8830976.000000
1696113922.557,8830976.000000
1696113932.557,8830976.000000
1696113942.563,8830976.000000
1696113952.557,8830976.000000
1696113962.559,8830976.000000
1696113972.557,8830976.000000
1696113982.557,8830976.000000
1696113992.557,8830976.000000
1696114002.557,8830976.000000
1696114012.558,8830976.000000
1696114022.558,8830976.000000
1696114032.557,8830976.000000
1696114042.558,8830976.000000
1696114052.558,8830976.000000
1696114062.557,8830976.000000
1696114072.560,8830976.000000
1696114082.559,8830976.000000
1696114092.560,8830976.000000
1696114102.560,8830976.000000
1696114112.557,8830976.000000
1696114122.558,8830976.000000
1696114132.557,8830976.000000
1696114142.557,8830976.000000
1696114152.557,8830976.000000
1696114162.557,8830976.000000
1696114172.557,8830976.000000
1696114182.557,8830976.000000
1696114192.558,8830976.000000
1696114202.561,8830976.000000
1696114212.561,8830976.000000
1696114222.568,8830976.000000
1696114232.557,8830976.000000
1696114242.557,8830976.000000
1696114252.562,8830976.000000
1696114262.561,8830976.000000
1696114272.558,8830976.000000
1696114282.567,8830976.000000
1696114292.565,8830976.000000
1696114302.558,8830976.000000
1696114312.560,8830976.000000
1696114322.561,8830976.000000
1696114332.558,8830976.000000
1696114342.557,8830976.000000
1696114352.558,8830976.000000
1696114362.563,8830976.000000
1696114372.557,8830976.000000
1696114382.566,8830976.000000
1696114392.557,8830976.000000
1696114402.557,8830976.000000
1696114412.557,8830976.000000
1696114422.565,8830976.000000
1696114432.563,8830976.000000
1696114442.557,8830976.000000
1696114452.558,8830976.000000
1696114462.570,8830976.000000
1696114472.560,8830976.000000
1696114482.572,8830976.000000
1696114492.558,8830976.000000
1696114502.564,8830976.000000
1696114512.557,8830976.000000
