filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1694296017822_2,bad,0.84971799999999997,False,8,8,8,2,1694296017822,2023/9/9 21:46:58,2023/9/8 19:23:25,1.0996828505594749,-31.786832963214749,132.24922361567008,466170.125,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296032861_2,bad,0.84971799999999997,False,8,8,8,2,1694296032861,2023/9/9 21:47:13,2023/9/8 19:23:25,1.0998569130533724,-30.836678517585106,132.01512571205706,465849.71875,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296047183_2,bad,0.84971799999999997,False,8,8,8,2,1694296047183,2023/9/9 21:47:27,2023/9/8 19:23:25,1.1000226769392611,-29.931599905382964,131.79531656418769,465546.71875,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296061341_2,bad,0.84971799999999997,False,8,8,8,2,1694296061341,2023/9/9 21:47:41,2023/9/8 19:23:25,1.1001865426806035,-29.036677784476627,131.58086228462764,465249.53125,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296079181_2,earth,0.50160700000000003,True,8,8,8,2,1694296079181,2023/9/9 21:47:59,2023/9/8 19:23:25,1.1003930241640774,-27.908736929846135,131.31441660510544,464878.78125,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296161981_2,bad,0.475997,False,8,8,8,2,1694296161981,2023/9/9 21:49:22,2023/9/8 19:23:25,1.1013513575016987,-22.670089411925783,130.12560851968638,463225.9375,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296202223_2,earth,0.56146499999999999,False,8,8,8,2,1694296202223,2023/9/9 21:50:02,2023/9/8 19:23:25,1.1018171213800088,-20.122191502437371,129.57151625345827,462472.5,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296245820_2,bad,0.89151000000000002,False,8,8,8,2,1694296245820,2023/9/9 21:50:46,2023/9/8 19:23:25,1.1023217162874062,-17.360740898359339,128.98513085283435,461700.65625,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296281425_2,earth,0.53653600000000001,False,8,8,8,2,1694296281425,2023/9/9 21:51:21,2023/9/8 19:23:25,1.1027338112035068,-15.104736245693296,128.51524115869412,461108.40625,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
img_msec_1694296389424_2,earth,0.86523799999999995,True,8,8,8,2,1694296389424,2023/9/9 21:53:09,2023/9/8 19:23:25,1.1039837996358983,-8.2582809801721595,127.12648611551212,459549.46875,1 44878U 19092F   23251.80793083  .00028436  00000+0  74212-3 0  9994,2 44878  97.4735  81.8860 0008002 187.4444 172.6683 15.38746503206633
