epoch,shortterm,midterm,longterm
1696390361.452,1.040000,0.770000,0.520000
1696390371.452,1.030000,0.780000,0.530000
1696390381.454,1.030000,0.790000,0.530000
1696390391.450,1.020000,0.800000,0.540000
1696390401.450,1.020000,0.800000,0.540000
1696390411.450,1.020000,0.810000,0.550000
1696390421.451,1.010000,0.820000,0.550000
1696390431.450,1.010000,0.820000,0.560000
1696390441.451,1.010000,0.830000,0.560000
1696390451.450,1.010000,0.840000,0.570000
1696390461.452,1.000000,0.840000,0.570000
1696390471.452,1.150000,0.880000,0.590000
1696390481.450,1.130000,0.880000,0.590000
1696390491.452,1.110000,0.890000,0.600000
1696390501.450,1.090000,0.890000,0.600000
1696390511.450,1.080000,0.900000,0.610000
1696390521.450,1.060000,0.900000,0.610000
1696390531.450,1.050000,0.900000,0.620000
1696390541.450,1.050000,0.910000,0.620000
1696390551.450,1.040000,0.910000,0.630000
1696390561.452,1.110000,0.930000,0.640000
1696390571.450,1.090000,0.930000,0.640000
1696390581.451,1.080000,0.940000,0.650000
1696390591.450,1.070000,0.940000,0.650000
1696390601.450,1.060000,0.940000,0.650000
1696390611.454,1.050000,0.940000,0.660000
1696390621.450,1.040000,0.950000,0.660000
1696390631.450,1.030000,0.950000,0.670000
1696390641.452,1.030000,0.950000,0.670000
1696390651.452,1.020000,0.950000,0.670000
1696390661.450,1.090000,0.970000,0.680000
1696390671.450,1.080000,0.970000,0.690000
1696390681.451,1.070000,0.970000,0.690000
1696390691.453,1.060000,0.970000,0.690000
1696390701.450,1.050000,0.970000,0.700000
1696390711.450,1.040000,0.980000,0.700000
1696390721.450,1.030000,0.980000,0.710000
1696390731.452,1.030000,0.980000,0.710000
1696390741.450,1.020000,0.980000,0.710000
1696390751.450,1.100000,1.000000,0.720000
1696390761.450,1.080000,1.000000,0.730000
1696390771.451,1.070000,1.000000,0.730000
1696390781.450,1.060000,1.000000,0.730000
1696390791.450,1.050000,1.000000,0.740000
1696390801.451,1.040000,1.000000,0.740000
1696390811.451,1.030000,1.000000,0.740000
1696390821.452,1.110000,1.020000,0.750000
1696390831.450,1.090000,1.020000,0.750000
1696390841.450,1.080000,1.010000,0.760000
1696390851.450,1.140000,1.030000,0.760000
1696390861.452,1.120000,1.030000,0.770000
1696390871.450,1.100000,1.030000,0.770000
1696390881.450,1.080000,1.030000,0.770000
1696390891.450,1.070000,1.030000,0.780000
1696390901.451,1.060000,1.020000,0.780000
1696390911.450,1.050000,1.020000,0.780000
1696390921.451,1.040000,1.020000,0.790000
1696390931.450,1.030000,1.020000,0.790000
1696390941.450,1.110000,1.040000,0.800000
1696390951.452,1.090000,1.040000,0.800000
1696390961.450,1.080000,1.030000,0.800000
1696390971.452,1.070000,1.030000,0.810000
1696390981.452,1.060000,1.030000,0.810000
1696390991.452,1.050000,1.030000,0.810000
1696391001.452,1.040000,1.030000,0.810000
1696391011.450,1.030000,1.030000,0.820000
1696391021.450,1.170000,1.060000,0.830000
1696391031.450,1.150000,1.060000,0.830000
1696391041.450,1.200000,1.070000,0.840000
1696391051.452,1.170000,1.070000,0.840000
1696391061.450,1.140000,1.070000,0.840000
1696391071.451,1.120000,1.060000,0.850000
1696391081.450,1.100000,1.060000,0.850000
1696391091.450,1.080000,1.060000,0.850000
1696391101.450,1.070000,1.060000,0.850000
1696391111.454,1.060000,1.050000,0.850000
1696391121.450,1.050000,1.050000,0.850000
1696391131.452,1.120000,1.070000,0.860000
1696391141.450,1.340000,1.110000,0.880000
1696391151.450,1.370000,1.130000,0.890000
1696391161.450,1.310000,1.120000,0.890000
1696391171.450,1.270000,1.120000,0.890000
1696391181.450,1.220000,1.110000,0.890000
1696391191.450,1.190000,1.110000,0.900000
1696391201.450,1.160000,1.110000,0.900000
1696391211.451,1.130000,1.100000,0.900000
1696391221.450,1.110000,1.100000,0.900000
1696391231.450,1.170000,1.110000,0.910000
1696391241.452,1.140000,1.110000,0.910000
1696391251.450,1.120000,1.100000,0.910000
1696391261.451,1.100000,1.100000,0.910000
1696391271.452,1.080000,1.100000,0.910000
1696391281.452,1.070000,1.090000,0.910000
1696391291.450,1.060000,1.090000,0.910000
1696391301.450,1.050000,1.080000,0.920000
1696391311.450,1.040000,1.080000,0.920000
1696391321.450,1.120000,1.100000,0.920000
1696391331.450,1.100000,1.090000,0.920000
1696391341.452,1.080000,1.090000,0.930000
1696391351.452,1.070000,1.080000,0.930000
1696391361.450,1.060000,1.080000,0.930000
1696391371.452,1.050000,1.080000,0.930000
1696391381.450,1.040000,1.080000,0.930000
1696391391.451,1.030000,1.070000,0.930000
1696391401.450,1.030000,1.070000,0.930000
1696391411.451,1.100000,1.080000,0.940000
1696391421.450,1.160000,1.100000,0.940000
1696391431.450,1.140000,1.090000,0.940000
1696391441.451,1.110000,1.090000,0.950000
1696391451.450,1.100000,1.090000,0.950000
1696391461.452,1.320000,1.130000,0.960000
1696391471.452,1.270000,1.130000,0.960000
1696391481.450,1.230000,1.120000,0.970000
1696391491.451,1.210000,1.120000,0.970000
1696391501.451,1.180000,1.120000,0.970000
1696391511.450,1.300000,1.150000,0.980000
1696391521.450,1.330000,1.160000,0.990000
1696391531.450,1.280000,1.150000,0.990000
1696391541.450,1.230000,1.150000,0.990000
1696391551.451,1.790000,1.270000,1.030000
1696391561.452,1.740000,1.280000,1.040000
1696391571.450,1.700000,1.290000,1.040000
1696391581.450,1.660000,1.290000,1.040000
1696391591.450,1.640000,1.300000,1.050000
1696391601.450,1.610000,1.310000,1.050000
1696391611.450,1.670000,1.330000,1.070000
1696391621.450,1.570000,1.320000,1.060000
1696391631.451,1.550000,1.320000,1.070000
1696391641.450,1.470000,1.310000,1.070000
1696391651.452,1.400000,1.300000,1.070000
1696391661.450,1.330000,1.290000,1.070000
1696391671.453,1.280000,1.280000,1.070000
1696391681.450,1.240000,1.270000,1.060000
1696391691.450,1.200000,1.260000,1.060000
1696391701.452,1.170000,1.250000,1.060000
1696391711.450,1.380000,1.290000,1.080000
1696391721.452,1.640000,1.350000,1.100000
1696391731.450,1.690000,1.370000,1.110000
1696391741.451,1.580000,1.360000,1.110000
1696391751.450,1.730000,1.400000,1.120000
1696391761.457,1.700000,1.400000,1.130000
1696391771.452,1.590000,1.390000,1.120000
1696391781.457,1.660000,1.410000,1.130000
1696391791.450,1.720000,1.430000,1.140000
1696391801.450,1.690000,1.430000,1.150000
1696391811.452,1.580000,1.420000,1.140000
1696391821.450,1.490000,1.400000,1.140000
1696391831.450,1.420000,1.390000,1.140000
1696391841.451,1.350000,1.370000,1.140000
1696391851.450,1.300000,1.360000,1.140000
1696391861.450,1.250000,1.350000,1.130000
1696391871.452,1.290000,1.350000,1.140000
1696391881.453,1.240000,1.340000,1.140000
1696391891.450,1.200000,1.330000,1.130000
1696391901.450,1.250000,1.340000,1.140000
1696391911.450,1.210000,1.320000,1.140000
1696391921.450,1.180000,1.310000,1.130000
1696391931.450,1.300000,1.330000,1.140000
1696391941.450,1.250000,1.320000,1.140000
1696391951.451,1.210000,1.310000,1.140000
1696391961.450,1.180000,1.300000,1.140000
1696391971.450,1.150000,1.290000,1.140000
1696391981.450,1.130000,1.280000,1.130000
1696391991.451,1.190000,1.290000,1.140000
1696392001.452,1.160000,1.280000,1.140000
1696392011.450,1.130000,1.270000,1.130000
1696392021.450,1.110000,1.260000,1.130000
1696392031.450,1.100000,1.250000,1.130000
1696392041.452,1.080000,1.240000,1.130000
1696392051.450,1.070000,1.230000,1.130000
1696392061.450,1.060000,1.230000,1.120000
1696392071.450,1.050000,1.220000,1.120000
1696392081.452,1.040000,1.210000,1.120000
1696392091.450,1.110000,1.220000,1.120000
1696392101.450,0.940000,1.180000,1.110000
1696392111.451,0.790000,1.140000,1.100000
1696392121.450,0.670000,1.100000,1.090000
1696392131.452,0.570000,1.060000,1.070000
1696392141.450,0.480000,1.030000,1.060000
1696392151.450,0.400000,0.990000,1.050000
1696392161.450,0.340000,0.960000,1.040000
1696392171.452,0.290000,0.930000,1.030000
1696392181.450,0.240000,0.900000,1.020000
1696392191.452,0.210000,0.870000,1.000000
1696392201.450,0.170000,0.840000,0.990000
1696392211.450,0.150000,0.810000,0.980000
1696392221.450,0.120000,0.780000,0.970000
1696392231.450,0.100000,0.760000,0.960000
1696392241.450,0.090000,0.730000,0.950000
1696392251.452,0.070000,0.710000,0.940000
1696392261.450,0.060000,0.680000,0.930000
1696392271.450,0.050000,0.660000,0.920000
1696392281.451,0.040000,0.640000,0.910000
1696392291.450,0.040000,0.620000,0.900000
1696392301.450,0.030000,0.600000,0.890000
1696392311.452,0.020000,0.580000,0.880000
1696392321.450,0.020000,0.560000,0.870000
1696392331.450,0.020000,0.540000,0.860000
1696392341.450,0.010000,0.520000,0.850000
1696392351.450,0.010000,0.500000,0.840000
1696392361.452,0.010000,0.480000,0.830000
1696392371.451,0.080000,0.480000,0.820000
1696392381.451,0.070000,0.470000,0.810000
1696392391.450,0.060000,0.450000,0.810000
1696392401.450,0.050000,0.440000,0.800000
1696392411.451,0.040000,0.420000,0.790000
1696392421.450,0.030000,0.410000,0.780000
1696392431.450,0.030000,0.390000,0.770000
1696392441.450,0.020000,0.380000,0.760000
1696392451.450,0.020000,0.370000,0.750000
1696392461.451,0.020000,0.350000,0.740000
1696392471.450,0.010000,0.340000,0.740000
1696392481.452,0.010000,0.330000,0.730000
1696392491.450,0.010000,0.320000,0.720000
1696392501.450,0.010000,0.310000,0.710000
1696392511.451,0.000000,0.300000,0.700000
1696392521.450,0.160000,0.320000,0.710000
1696392531.452,0.140000,0.310000,0.700000
1696392541.450,0.120000,0.300000,0.690000
1696392551.451,0.100000,0.290000,0.680000
1696392561.452,0.080000,0.280000,0.680000
1696392571.452,0.070000,0.270000,0.670000
1696392581.452,0.060000,0.260000,0.660000
1696392591.451,0.050000,0.250000,0.650000
1696392601.451,0.040000,0.240000,0.640000
1696392611.453,0.030000,0.230000,0.640000
1696392621.451,0.030000,0.230000,0.630000
1696392631.450,0.020000,0.220000,0.620000
1696392641.450,0.020000,0.210000,0.620000
1696392651.450,0.020000,0.200000,0.610000
1696392661.450,0.010000,0.200000,0.600000
1696392671.452,0.010000,0.190000,0.600000
1696392681.451,0.080000,0.200000,0.590000
1696392691.451,0.070000,0.190000,0.590000
1696392701.450,0.060000,0.190000,0.580000
1696392711.451,0.050000,0.180000,0.570000
1696392721.452,0.040000,0.170000,0.570000
1696392731.450,0.030000,0.170000,0.560000
1696392741.451,0.030000,0.160000,0.550000
1696392751.450,0.020000,0.150000,0.550000
1696392761.450,0.020000,0.150000,0.540000
1696392771.451,0.020000,0.140000,0.530000
1696392781.452,0.010000,0.140000,0.530000
1696392791.450,0.010000,0.130000,0.520000
1696392801.452,0.090000,0.150000,0.520000
1696392811.451,0.080000,0.140000,0.520000
1696392821.450,0.060000,0.140000,0.510000
1696392831.450,0.130000,0.150000,0.510000
1696392841.451,0.110000,0.140000,0.500000
1696392851.452,0.090000,0.140000,0.500000
1696392861.450,0.080000,0.130000,0.490000
1696392871.450,0.070000,0.130000,0.490000
